ERROR: 2021-12-14 20:15:33,628 file not found in directory (parse_csv_data)
INFO: 2021-12-16 17:54:33,821 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:54:33,835 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:33,932 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:54:33,940 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:34,101 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:54:34,104 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:54:34,114 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-16 17:54:56,033 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:56,136 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:54:56,144 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:56,456 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:54:56,463 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:54:56,468 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:56,541 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:54:56,549 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:54:56,641 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:54:56,643 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:54:56,653 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-16 17:54:57,234 https://newsapi.org:443 "GET /v2/everything?apiKey=7ae699a798ac44d9b7f3665d19fe621a&q=Covid%20COVID-19%20coronavirus HTTP/1.1" 200 None
INFO: 2021-12-16 17:54:57,241 The news articles were extracted from the API
INFO: 2021-12-16 17:54:57,254  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
DEBUG: 2021-12-16 17:55:00,349 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:00,436 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:00,446 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:00,526 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:00,528 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:00,534 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:00,639 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:00,649 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:01,444 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:01,448 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 17:55:01,469 127.0.0.1 - - [16/Dec/2021 17:55:01] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-16 17:55:01,748 127.0.0.1 - - [16/Dec/2021 17:55:01] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
INFO: 2021-12-16 17:55:10,619 The time in seconds until HH:MM has been calculated
INFO: 2021-12-16 17:55:10,620 The covid update has been scheduled
INFO: 2021-12-16 17:55:10,620 The news update has been scheduled
DEBUG: 2021-12-16 17:55:10,627 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:10,983 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:10,992 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:11,070 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:11,072 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:11,078 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:11,375 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:11,382 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:11,678 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:11,683 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 17:55:11,684 127.0.0.1 - - [16/Dec/2021 17:55:11] "GET /index?update=17%3A56&two=nr&repeat=repeat&covid-data=covid-data&news=news HTTP/1.1" 200 -
INFO: 2021-12-16 17:55:11,712 127.0.0.1 - - [16/Dec/2021 17:55:11] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
DEBUG: 2021-12-16 17:55:13,647 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:13,949 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:13,956 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:14,030 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:14,032 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:14,037 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:14,114 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:14,125 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:14,201 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:14,203 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 17:55:14,205 127.0.0.1 - - [16/Dec/2021 17:55:14] "GET /index?notif=Mounting+evidence+highlights+the+importance+of+Covid-19+boosters HTTP/1.1" 200 -
INFO: 2021-12-16 17:55:14,234 127.0.0.1 - - [16/Dec/2021 17:55:14] "[36mGET /static/images/covid-image.png HTTP/1.1[0m" 304 -
DEBUG: 2021-12-16 17:55:14,772 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:15,489 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:15,790 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:15,799 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:15,875 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:15,877 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:15,884 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:15,928 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:15,936 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:15,965 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:15,972 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,013 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:16,015 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:16,020 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,047 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:16,048 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 17:55:16,050 127.0.0.1 - - [16/Dec/2021 17:55:16] "GET /index?notif=Covid-19%3A+US+surpasses+800%2C000+pandemic+deaths HTTP/1.1" 200 -
DEBUG: 2021-12-16 17:55:16,079 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,098 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:16,107 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,158 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:16,165 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,182 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:16,184 Returning the covid infection rates as a dictionary
INFO: 2021-12-16 17:55:16,186 127.0.0.1 - - [16/Dec/2021 17:55:16] "GET /index?notif=NFL+Adds+Mask+Requirement%2C+Increases+Covid+Testing HTTP/1.1" 200 -
DEBUG: 2021-12-16 17:55:16,462 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:16,466 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:16,472 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,646 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,747 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:16,756 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,777 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-16 17:55:16,787 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-16 17:55:16,837 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter%3Bdate%3D2021-12-09&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO: 2021-12-16 17:55:16,839 Returning the covid infection rates as a dictionary
DEBUG: 2021-12-16 17:55:16,846 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
